,Flujo,Grafo,Tiempo
0,27.910423126792786,G1,0.004212856292724609
0,27.910423126792786,G1,0.002451181411743164
0,27.910423126792786,G1,0.002624988555908203
0,27.910423126792786,G1,0.0025780200958251953
0,27.910423126792786,G1,0.0024182796478271484
0,27.910423126792786,G1,0.0024182796478271484
0,27.910423126792786,G1,0.002662181854248047
0,27.910423126792786,G1,0.002572298049926758
0,27.910423126792786,G1,0.0025959014892578125
0,27.910423126792786,G1,0.0025856494903564453
0,27.910423126792786,G1,0.002643585205078125
0,27.910423126792786,G1,0.002614259719848633
0,27.910423126792786,G1,0.0027282238006591797
0,27.910423126792786,G1,0.002401590347290039
0,27.910423126792786,G1,0.0026094913482666016
0,27.910423126792786,G1,0.002550840377807617
0,27.910423126792786,G1,0.002316713333129883
0,27.910423126792786,G1,0.002300262451171875
0,27.910423126792786,G1,0.0024878978729248047
0,27.910423126792786,G1,0.0027320384979248047
0,27.910423126792786,G1,0.002463102340698242
0,27.910423126792786,G1,0.002402782440185547
0,27.910423126792786,G1,0.0023539066314697266
0,27.910423126792786,G1,0.0025801658630371094
0,27.910423126792786,G1,0.0023622512817382812
0,27.910423126792786,G1,0.0022842884063720703
0,27.910423126792786,G1,0.002533435821533203
0,27.910423126792786,G1,0.002516508102416992
0,27.910423126792786,G1,0.002536773681640625
0,27.910423126792786,G1,0.0023212432861328125
0,30.709638221838908,G2,0.003028392791748047
0,30.709638221838908,G2,0.0028543472290039062
0,30.709638221838908,G2,0.002897977828979492
0,30.709638221838908,G2,0.0029866695404052734
0,30.709638221838908,G2,0.0029397010803222656
0,30.709638221838908,G2,0.002831697463989258
0,30.709638221838908,G2,0.0027627944946289062
0,30.709638221838908,G2,0.002711772918701172
0,30.709638221838908,G2,0.002780437469482422
0,30.709638221838908,G2,0.002748727798461914
0,30.709638221838908,G2,0.0030465126037597656
0,30.709638221838908,G2,0.002796649932861328
0,30.709638221838908,G2,0.0031280517578125
0,30.709638221838908,G2,0.0028815269470214844
0,30.709638221838908,G2,0.003023862838745117
0,30.709638221838908,G2,0.002805471420288086
0,30.709638221838908,G2,0.002772092819213867
0,30.709638221838908,G2,0.0028638839721679688
0,30.709638221838908,G2,0.0027382373809814453
0,30.709638221838908,G2,0.002960681915283203
0,30.709638221838908,G2,0.0028159618377685547
0,30.709638221838908,G2,0.002984285354614258
0,30.709638221838908,G2,0.0028328895568847656
0,30.709638221838908,G2,0.002755880355834961
0,30.709638221838908,G2,0.003000974655151367
0,30.709638221838908,G2,0.0028836727142333984
0,30.709638221838908,G2,0.003000020980834961
0,30.709638221838908,G2,0.002882719039916992
0,30.709638221838908,G2,0.0028891563415527344
0,30.709638221838908,G2,0.0031061172485351562
0,29.36766796418832,G3,0.0037233829498291016
0,29.36766796418832,G3,0.0036902427673339844
0,29.36766796418832,G3,0.0034782886505126953
0,29.36766796418832,G3,0.003711223602294922
0,29.36766796418832,G3,0.003774881362915039
0,29.36766796418832,G3,0.0034618377685546875
0,29.36766796418832,G3,0.0035669803619384766
0,29.36766796418832,G3,0.003555774688720703
0,29.36766796418832,G3,0.0035758018493652344
0,29.36766796418832,G3,0.0035905838012695312
0,29.36766796418832,G3,0.003408193588256836
0,29.36766796418832,G3,0.0037064552307128906
0,29.36766796418832,G3,0.003446340560913086
0,29.36766796418832,G3,0.003342866897583008
0,29.36766796418832,G3,0.003779172897338867
0,29.36766796418832,G3,0.003715991973876953
0,29.36766796418832,G3,0.003596782684326172
0,29.36766796418832,G3,0.0036995410919189453
0,29.36766796418832,G3,0.0033636093139648438
0,29.36766796418832,G3,0.003499269485473633
0,29.36766796418832,G3,0.0037393569946289062
0,29.36766796418832,G3,0.0037145614624023438
0,29.36766796418832,G3,0.0036613941192626953
0,29.36766796418832,G3,0.0036361217498779297
0,29.36766796418832,G3,0.003678560256958008
0,29.36766796418832,G3,0.0037801265716552734
0,29.36766796418832,G3,0.003561735153198242
0,29.36766796418832,G3,0.003625154495239258
0,29.36766796418832,G3,0.0034351348876953125
0,29.36766796418832,G3,0.003384828567504883
0,25.771909576347316,G4,0.0040700435638427734
0,25.771909576347316,G4,0.00400090217590332
0,25.771909576347316,G4,0.004052877426147461
0,25.771909576347316,G4,0.0037932395935058594
0,25.771909576347316,G4,0.003984212875366211
0,25.771909576347316,G4,0.003694772720336914
0,25.771909576347316,G4,0.003815174102783203
0,25.771909576347316,G4,0.0040667057037353516
0,25.771909576347316,G4,0.00390625
0,25.771909576347316,G4,0.0038177967071533203
0,25.771909576347316,G4,0.0040705204010009766
0,25.771909576347316,G4,0.0037004947662353516
0,25.771909576347316,G4,0.003759622573852539
0,25.771909576347316,G4,0.004000186920166016
0,25.771909576347316,G4,0.0039048194885253906
0,25.771909576347316,G4,0.0036773681640625
0,25.771909576347316,G4,0.0038759708404541016
0,25.771909576347316,G4,0.003955364227294922
0,25.771909576347316,G4,0.0038743019104003906
0,25.771909576347316,G4,0.0038399696350097656
0,25.771909576347316,G4,0.004037141799926758
0,25.771909576347316,G4,0.0039293766021728516
0,25.771909576347316,G4,0.003763437271118164
0,25.771909576347316,G4,0.003973722457885742
0,25.771909576347316,G4,0.0037696361541748047
0,25.771909576347316,G4,0.003993988037109375
0,25.771909576347316,G4,0.004003763198852539
0,25.771909576347316,G4,0.003751516342163086
0,25.771909576347316,G4,0.003862619400024414
0,25.771909576347316,G4,0.0039064884185791016
0,27.297784352162836,G5,0.003155231475830078
0,27.297784352162836,G5,0.002991199493408203
0,27.297784352162836,G5,0.0031099319458007812
0,27.297784352162836,G5,0.003063201904296875
0,27.297784352162836,G5,0.002902984619140625
0,27.297784352162836,G5,0.0028333663940429688
0,27.297784352162836,G5,0.0032062530517578125
0,27.297784352162836,G5,0.00292205810546875
0,27.297784352162836,G5,0.0028748512268066406
0,27.297784352162836,G5,0.003099679946899414
0,27.297784352162836,G5,0.003164529800415039
0,27.297784352162836,G5,0.002949237823486328
0,27.297784352162836,G5,0.002983570098876953
0,27.297784352162836,G5,0.0030574798583984375
0,27.297784352162836,G5,0.0031642913818359375
0,27.297784352162836,G5,0.002872943878173828
0,27.297784352162836,G5,0.003128528594970703
0,27.297784352162836,G5,0.003350496292114258
0,27.297784352162836,G5,0.0029518604278564453
0,27.297784352162836,G5,0.0029468536376953125
0,27.297784352162836,G5,0.003138303756713867
0,27.297784352162836,G5,0.0030946731567382812
0,27.297784352162836,G5,0.00304412841796875
0,27.297784352162836,G5,0.0031349658966064453
0,27.297784352162836,G5,0.0030024051666259766
0,27.297784352162836,G5,0.0031976699829101562
0,27.297784352162836,G5,0.003204345703125
0,27.297784352162836,G5,0.003201007843017578
0,27.297784352162836,G5,0.0030989646911621094
0,27.297784352162836,G5,0.0031893253326416016
